genres,first_release_date,name,slug,itad_id,release_price
"[9, 15, 32]",2017-04-21,Zhed,zhed,018d937f-4d41-71a3-9656-ac700888443e,3.99
"[5, 32]",2014-09-18,Heavy Bullets,heavy-bullets,018d937f-0a90-7135-8b14-013227cc004e,9.99
"[5, 11, 15, 32]",2015-09-24,Tango Fiesta,tango-fiesta,018d937f-0a01-71c4-9e43-2f0b39b32f74,12.99
"[13, 15, 32]",2016-04-20,Oil Enterprise,oil-enterprise,018d937f-05d2-719a-959b-1f077f0fa6c2,19.99
"[31, 32]",2017-01-19,Creeping Terror,creeping-terror,018d937f-2a16-73b9-9264-ad43b5e4b637,8.99
"[5, 31, 32, 33]",2015-03-19,"It came from space, and ate our brains",it-came-from-space-and-ate-our-brains,018d937f-1cd5-7291-b6b7-afc2fb023ccf,2.99
"[13, 15, 24, 31, 32]",2018-10-25,Party Hard 2,party-hard-2,018d937f-1573-7341-a4b1-81e7bbed9218,19.99
"[5, 12, 31]",2015-01-15,Just Survive,just-survive,018d937f-27da-7087-a021-a440d73ced2f,19.99
[14],2008-10-02,FIFA Soccer 09,fifa-soccer-09,018d937f-154c-7099-8175-ac0ce0087466,9.99
"[5, 8, 32]",2017-06-15,Mighty Gunvolt Burst,mighty-gunvolt-burst,018d937f-241e-7302-a4c0-17d2222fd5bd,9.99
"[13, 15, 26, 32]",2013-05-05,7 Grand Steps: What Ancients Begat,7-grand-steps-what-ancients-begat,018d937f-1729-7241-9002-fc1d9b847fac,14.99
"[8, 32]",2014-12-04,Insanity's Blade,insanitys-blade,018d937f-30f5-7387-ae56-283e8b4aa544,9.99
"[12, 25]",2011-05-25,Dungeons and Dragons: Daggerdale,dungeons-and-dragons-daggerdale,018d937f-00d2-73ad-9373-76142439c263,14.99
[4],2024-02-02,Jujutsu Kaisen: Cursed Clash,jujutsu-kaisen-cursed-clash,018d937f-761d-710a-b61f-0085928ce149,59.99
[32],2015-03-18,Default Dan,default-dan,018d937f-2d9f-732b-b94d-38bacf519196,5.99
"[12, 15, 24, 31]",2020-11-30,Empire of Sin,empire-of-sin,018d937e-f05f-73fd-b695-5203dc4578b0,39.99
"[2, 9, 31, 32]",2020-08-06,There Is No Game: Wrong Dimension,there-is-no-game-wrong-dimension,018d937f-3fde-7244-99f5-9d30f564d657,12.99
"[12, 31, 32]",2022-07-15,Video Game Fables,video-game-fables,018d937f-4d12-727b-8eaf-461ef9436e8e,19.99
"[2, 9, 31, 32]",2020-08-06,There Is No Game: Wrong Dimension,there-is-no-game-wrong-dimension,018d937f-3fde-7244-99f5-9d30f564d657,12.99
"[12, 31, 32]",2022-07-15,Video Game Fables,video-game-fables,018d937f-4d12-727b-8eaf-461ef9436e8e,19.99
"[8, 12, 31, 32]",2014-11-10,Elliot Quest,elliot-quest,018d937f-225e-7138-ac87-e020677e0e00,12.99
"[5, 31, 32]",2018-05-04,City of Brass,city-of-brass,018d937f-37ab-709e-9c20-606a7c4c070a,24.99
"[9, 31, 32]",2020-06-25,Beyond a Steel Sky,beyond-a-steel-sky,018d937f-3830-71f4-bbcc-b3430798f559,34.99
[5],2012-11-12,Call of Duty: Black Ops II,call-of-duty-black-ops-ii,018d9571-ca0b-7131-bb1e-05633a089597,59.99
"[12, 13, 15, 32]",2018-05-03,Judgment: Apocalypse Survival Simulation,judgment-apocalypse-survival-simulation,018d937f-1393-7386-903a-cb620ee2f4cb,19.99
"[12, 31]",2017-12-01,Xenoblade Chronicles 2,xenoblade-chronicles-2,018d937e-fcfb-7291-bf00-f65183f09b58,59.99
"[12, 15, 35]",2013-01-24,Monster Monpiece,monster-monpiece,018d937f-121d-7131-a162-303ea5a2a3b4,19.99
"[13, 15, 16, 24, 32]",2017-12-21,Tiny Metal,tiny-metal,018d937f-0ebc-7075-91d7-9cefa70b8323,24.99
"[5, 12, 31, 32, 33]",2022-03-01,Shadow Warrior 3,shadow-warrior-3,018d937f-43f8-71cb-a5de-0e77e474e0ab,49.99
"[8, 9, 12, 31, 32]",2017-06-15,Flood of Light,flood-of-light,018d937e-ea82-70c3-bc05-32328b5f3208,3.99
"[8, 32, 33]",2018-10-19,Damsel,damsel,018d937f-27ba-7361-806f-74916602325d,19.99
"[5, 32, 33]",2018-02-15,Aqua Kitty UDX,aqua-kitty-udx,018d937f-6ce1-713b-95e8-a09e9b5f1e96,6.99
"[9, 12, 13, 15, 24, 31, 32]",2017-08-22,The Escapists 2,the-escapists-2,018d937f-1c89-7159-8d87-bfd52f64a0e4,19.99
"[2, 9, 13, 31, 32]",2019-11-20,Still There,still-there,018d937f-2bc6-7172-a516-d9be0ceceaa8,14.99
"[8, 9, 31, 32]",2018-05-29,Shift Quantum,shift-quantum,018d937e-e9ec-7103-97a0-732d4301eb72,19.99
"[13, 14, 31]",2016-12-01,Steep,steep,018d937f-1018-7053-bd38-d5cfb751b486,59.99
"[9, 15, 32]",2014-01-29,The Castle Doctrine,the-castle-doctrine,018d937e-f8bb-73e0-8fba-b4c47fe55b73,15.99
"[13, 14]",2007-09-05,Pool Party,pool-party,018d937f-6ff3-71c9-bd0e-218c4c2006a2,19.99
"[9, 32]",2018-05-28,Hexologic,hexologic,018d937f-155f-7382-a1c1-393634586f4e,2.99
"[13, 15, 32]",2018-04-06,Farm Manager 2018,farm-manager-2018,018d937f-1735-71dc-aa95-459cf5167770,19.99
"[8, 12, 31, 32, 33]",2020-08-26,Sheepo,sheepo,018d937f-4051-7072-89b2-bc7dece9381c,8.99
"[5, 10, 33]",2012-12-06,Into the Dead,into-the-dead,018d937e-f4bd-724e-b9d6-0e8917509c93,9.99
"[12, 15, 24]",2022-12-02,Marvel's Midnight Suns,marvels-midnight-suns,018d937f-55b3-7250-9c70-2bcca9ac320f,59.99
"[10, 14]",2010-06-04,SBK X: Superbike World Championship,sbk-x-superbike-world-championship,018d937e-f06e-72ee-9b6d-36af522f9a17,19.95
"[14, 25]",2009-07-29,Watchmen: The End is Nigh Part 2,watchmen-the-end-is-nigh-part-2,018d937e-ff3e-72b5-a469-bef4b8a9dae5,4.99
"[8, 9, 31, 32]",2018-07-17,Mugsters,mugsters,018d937f-0159-718a-935c-700f04dfd7e4,14.99
"[12, 25, 31, 32, 33]",2018-04-24,The Swords of Ditto,the-swords-of-ditto,018d937f-35ac-72ff-91dd-bdb8f6cafc4c,19.99
[9],2019-11-07,Disney Tsum Tsum Festival,disney-tsum-tsum-festival,018d937f-3a8c-7343-afd6-34e7e7445154,49.99
"[25, 32]",2016-01-15,Zheros,zheros,018d937f-2478-71aa-82ec-d1812615da4a,14.99
"[9, 13, 15, 32]",2016-07-20,Bad Rats Show,bad-rats-show,018d937f-19bf-7267-b295-082adfc55cba,4.99
"[13, 32, 33]",2016-09-21,Pierhead Arcade,pierhead-arcade,018d937f-17ab-7317-aa09-2586a40b7cee,9.99
"[8, 10, 31, 32]",2019-09-19,Hot Lava,hot-lava,018d937e-f9f9-71b4-ae08-8ee0ad73d4e0,19.99
"[4, 32]",2014-05-07,Blade Symphony,blade-symphony,018d937f-0854-72f9-9fb1-371b9e27fe18,14.99
"[5, 11, 15, 24]",2011-09-26,Nuclear Dawn,nuclear-dawn,018d937e-f85a-708a-a2a2-86aa390decb8,24.95
"[13, 15, 31, 32]",2013-12-10,The Novelist,the-novelist,018d937e-f512-7169-a876-6e2db3d2d8d8,14.99
"[10, 33]",2016-03-22,TrackMania Turbo,trackmania-turbo,018d937f-24ae-7322-9cca-7425e0d6dd11,39.99
"[4, 32, 33]",2017-08-15,Nidhogg 2,nidhogg-2,018d937f-3461-7224-8dbc-c047269b7982,14.99
"[9, 13, 31, 32]",2020-04-03,In Other Waters,in-other-waters,018d937f-1b37-7315-bc12-f1698273a40c,14.99
"[13, 14, 15, 32]",2017-10-06,Franchise Hockey Manager 4,franchise-hockey-manager-4,018d937f-249e-700c-88c7-394ce811098f,39.99
"[15, 31, 32]",2020-07-28,Terrorarium,terrorarium,018d937f-1906-701f-b7b3-7eb9cf604f31,24.99
"[13, 15, 32]",2024-02-22,The Tribe Must Survive,the-tribe-must-survive,018d937f-6182-7185-b7c8-cfed083bc3b4,19.99
"[8, 9, 31, 32]",2013-04-03,BattleBlock Theater,battleblock-theater,018d937f-07fe-729b-910f-3823f93c08eb,14.99
"[8, 9, 31, 32]",2020-01-29,The Pedestrian,the-pedestrian,018d937f-240d-70a3-b293-d772b73f028f,19.99
[31],2023-02-16,Wild Hearts,wild-hearts,018d937f-679a-709c-9060-7d6958faa1bb,69.99
[25],2016-02-18,Attack on Titan,attack-on-titan,018d937f-4637-71b6-9c7f-aaf2e718011f,13.99
"[12, 13, 15, 16, 26, 31, 32, 35]",2015-01-22,Armello,armello,018d937f-0ea8-7175-9357-30c0600a53e7,24.99
"[8, 9, 31, 32]",2018-02-23,Mike Dies,mike-dies,018d937f-1c4c-7377-ad3b-783db00caecf,14.99
"[5, 31, 32]",2024-07-23,Exophobia,exophobia,018d937f-3a82-7321-a047-67f912acbab7,14.99
"[9, 31]",2017-12-15,L.A. Noire: The VR Case Files,la-noire-the-vr-case-files,018d9564-c0cc-708b-a637-6a2c5ef9cf5b,29.99
"[5, 31]",2022-10-18,Ghostbusters: Spirits Unleashed,ghostbusters-spirits-unleashed,018d937f-6626-7128-bcec-540db93cae4c,39.99
"[15, 16, 32]",2019-01-23,Jon Shafer's At the Gates,jon-shafers-at-the-gates,018d937f-1cf0-72a7-9413-76c6f579af58,29.99
"[5, 12, 31]",2017-09-26,Raid: World War II,raid-world-war-ii,018d937f-115c-71ce-907e-6c4a2511ce4a,39.99
"[9, 12, 31]",2020-11-26,Spirit of the North: Enhanced Edition,spirit-of-the-north-enhanced-edition,018d937f-6690-7223-9b98-da548e9b0f1e,24.99
"[12, 31]",2019-10-17,Monkey King: Hero Is Back,monkey-king-hero-is-back,018d937f-0a60-7246-bba2-ef74b251624b,34.99
"[9, 12, 15, 31]",2003-12-08,Puzzle Pirates,puzzle-pirates,018d937e-efe8-72e7-ac09-9e56b142c66a,9.99
"[14, 31]",2024-06-28,Gigantosaurus Dino Sports,gigantosaurus-dino-sports,018f85ba-3e18-733b-9f90-3e19b3a320ad,39.99
"[8, 12, 31, 32]",2015-05-15,Mystik Belle,mystik-belle,018d937f-2edb-70a3-8907-03227cc0de3c,12.99
"[8, 9, 31, 32]",2018-04-25,39 Days to Mars,39-days-to-mars,018d937e-f055-70db-841b-14c620941ea3,14.99
"[8, 31, 32]",2019-07-10,Eagle Island,eagle-island,018d937f-1cd9-7246-89e0-7397c6cee109,19.99
"[2, 9, 12, 31, 32]",2017-01-12,Detention,detention,018d937e-fef3-7182-9bb9-937fbddd7d0c,11.99
[5],2006-08-25,Reservoir Dogs,reservoir-dogs,018d937f-0c81-7070-8c96-73197c09ce0d,9.99
"[9, 31, 32]",2024-08-13,Hidden Through Time 2: Discovery,hidden-through-time-2-discovery,018dcfef-f4a6-7299-b1b5-1d4fa91530ac,10.99
[12],2016-09-09,The Elder Scrolls Online: Gold Edition,the-elder-scrolls-online-gold-edition,018d937e-e9fc-723b-93f3-635cb7fa9472,53.18
"[8, 10, 25, 31]",2013-03-17,LEGO City Undercover,lego-city-undercover,018d937f-03d8-729c-8f6d-34d2c14457c0,39.99
"[9, 12, 15, 16, 31, 32, 35]",2023-04-20,Zoeti,zoeti,018d937f-4f23-7277-9d3d-1738a5a3c416,99.99
"[13, 14, 32]",2017-05-30,XField Paintball 3,xfield-paintball-3,018d937e-f8b5-7022-ad2b-9a2b29e50dbe,32.08
"[8, 12, 31, 32]",2019-10-10,A Knight's Quest,a-knights-quest,018d937f-39a7-7037-91fa-6cdbfa9e66c0,24.99
"[12, 31]",2012-05-15,Game of Thrones,game-of-thrones,018d937e-f9ad-73d1-9119-2d9e445f2293,49.95
"[9, 31]",2017-03-07,LEGO Worlds,lego-worlds,018d937f-29eb-72e9-bc1b-6114de5372ad,29.99
"[4, 25, 32, 33]",2020-04-30,Streets of Rage 4,streets-of-rage-4,018d937f-3886-7218-b451-22fe4ca4bb4c,24.99
"[12, 31, 32]",2007-10-30,Avencast: Rise of the Mage,avencast-rise-of-the-mage,018d937f-1d39-70bc-a6e6-4ef1185276fc,9.95
"[7, 32]",2016-09-14,Conga Master,conga-master,018d937f-1eb1-73fa-bf78-c6c79a1081a9,9.99
"[13, 15, 32]",2017-05-17,Terroir,terroir,018d937f-1c3b-736f-a16d-20f9614eb797,9.99
"[5, 31, 32]",2022-12-09,Choo-Choo Charles,choo-choo-charles,018d937f-67a0-71f0-aecb-394cfb235511,19.99
"[11, 13, 15, 24]",2003-11-27,Nemesis of the Roman Empire,nemesis-of-the-roman-empire,018d937f-2ba2-7372-b70c-ceca837f2c24,19.99
"[15, 33]",2023-04-18,Minecraft: Legends,minecraft-legends,018d937f-6198-708a-a04c-ad9e29627cbd,39.99
"[7, 12, 31, 33]",2023-02-23,Loud: My Road to Fame,loud-my-road-to-fame,018d937f-7183-700d-a084-4c3568a9c71f,9.99
"[8, 14, 15, 32, 33]",2019-10-11,Killer Queen Black,killer-queen-black,018d937f-2473-7218-a354-b4f4fa5b75ea,19.99
"[31, 32]",2017-09-12,Manifest 99,manifest-99,018d937f-0a16-7288-9fdb-5b4d9740576a,5.99
"[12, 31]",2022-03-01,Elex II,elex-ii,018d937f-51d5-7325-a353-62e773f99bd4,49.99
"[5, 8, 31]",2023-05-25,Protodroid Delta,protodroid-delta,018d937f-421b-70d1-aaba-f1bb95f82c3d,19.99
"[10, 32]",2011-09-06,SkyDrift,skydrift,018d937f-378e-7372-89cd-e883310fef20,14.99
"[8, 9, 31, 32]",2019-01-24,Pikuniku,pikuniku,018d937f-13a4-70bf-bc7f-e9f4e24e3d98,99.99
"[9, 32]",2021-12-15,Filmechanism,filmechanism,018d937f-50c0-72cc-b103-1c7eca4c788a,19.99
"[12, 31, 32]",2021-05-20,Unexplored 2: The Wayfarer's Legacy,unexplored-2-the-wayfarers-legacy,018d937f-2961-73cd-a082-a155a9c64217,24.99
"[8, 9, 32]",2013-05-24,Element4l,element4l,018d937f-2d0c-7112-860d-d34ba82f6e8f,9.99
"[12, 25, 31]",2019-10-01,ReadySet Heroes,readyset-heroes,018d937f-32a9-7180-bcb7-186fb129b924,19.99
[10],2017-09-12,NASCAR Heat 2,nascar-heat-2,018d937f-2d60-708a-80d3-11a148944f08,49.99
"[12, 13, 15, 16, 31, 32, 35]",2021-01-28,Curious Expedition 2,curious-expedition-2,018d937f-2e57-71f7-a7c2-0be8d8c4b800,19.99
"[5, 9, 31, 32]",2023-06-06,Amnesia: The Bunker,amnesia-the-bunker,018d937f-696d-7068-a8be-10d17e7a1e39,24.99
"[12, 31]",2021-05-25,Biomutant,biomutant,018d937f-2e7e-7025-89c4-5e9e7becf198,59.99
"[13, 15, 32]",2023-08-15,Moving Out 2,moving-out-2,018d937f-6ef1-73d9-ad41-390d2af921a3,29.99
"[4, 25, 32, 33]",2015-05-18,Kung Fury: Street Rage,kung-fury-street-rage,018d937f-1f55-72b5-a6fc-b7b7e9b3fa06,6.99
"[12, 31, 32, 35]",2022-01-08,Soulvars,soulvars,018d937f-6f04-71e5-a3c7-4e6b34d80aa1,16.99
"[5, 9, 31, 32]",2022-01-05,Heaven Dust 2,heaven-dust-2,018d937f-4edf-7292-8ac4-c51b882c61f5,14.99
"[13, 14]",2019-09-05,NBA 2K20,nba-2k20,018d937e-f840-7073-871c-bd42fd7d4bdf,59.99
"[13, 32]",2015-01-05,Bloop Reloaded,bloop-reloaded,018d937f-3069-71b2-b1fb-c83afbd641fb,9.99
"[4, 5, 13, 31]",2022-05-25,Sniper Elite 5,sniper-elite-5,018d937f-5e0e-71d6-a8ac-f36fbe3897db,49.99
"[12, 15, 31]",2013-07-04,Dark,dark,018d937e-ff57-72f8-bbae-d3280fe52593,39.95
"[5, 8, 31]",2014-03-21,Infamous: Second Son,infamous-second-son,018d937f-1b04-7069-9f50-9f06214d1131,19.99
"[13, 14, 15, 32]",2016-10-31,Franchise Hockey Manager 3,franchise-hockey-manager-3,018d937f-0136-7189-9e22-1f16ded02ea0,39.99
"[12, 31]",2020-10-28,Xuan-Yuan Sword VII,xuan-yuan-sword-vii,018d937f-3fc0-70f8-a6b9-d139ab3f0d91,34.99
"[8, 31]",2020-07-10,Bloodstained: Curse of the Moon 2,bloodstained-curse-of-the-moon-2,018d937f-43d6-7082-9907-0d760aa6bd1b,14.99
"[8, 31, 32]",2022-01-21,Jack 'n' Hat,jack-n-hat,018d937f-4a10-723b-874b-86878b25d599,7.99
"[11, 15, 24]",2023-09-14,Dune: Spice Wars,dune-spice-wars,018d937f-5ef7-71d4-98ed-215c0494fdb1,32.13
"[5, 8, 9, 31, 32]",2010-10-26,The Ball,the-ball,018d937e-f52c-726b-bfbf-c6914f3145e6,19.95
"[5, 31]",2023-03-28,Crime Boss: Rockay City,crime-boss-rockay-city,018d937f-6b77-722b-8602-205dfaea0551,39.99
"[31, 32]",2016-06-22,Breached,breached,018d937f-2690-7015-a099-0103689ceba4,6.99
"[12, 31, 32]",2023-04-18,The Mageseeker: A League of Legends Story,the-mageseeker-a-league-of-legends-story,018d937f-6b91-7040-9dcf-645893e912f1,29.99
"[12, 15, 31, 32]",2017-03-07,Loot Rascals,loot-rascals,018d937e-e9f6-72f4-91a4-674e582fc2ee,15
"[8, 31, 32]",2024-04-10,Ereban: Shadow Legacy,ereban-shadow-legacy,018d937f-6ef1-73d9-ad41-390d2bf89e13,24.99
"[9, 15, 31, 32, 35]",2021-10-19,Inscryption,inscryption,018d937f-4610-7109-b250-072bf2e0d351,19.99
"[15, 32, 33]",2008-06-12,Defend Your Castle,defend-your-castle,018d937f-2964-7112-80c3-a8dba5b4738c,4.99
"[13, 32]",2016-09-29,FourChords Guitar Karaoke,fourchords-guitar-karaoke,018d937f-0e26-7046-9eac-44b98bcfe99b,14.99
[5],2016-10-11,Gears of War 4,gears-of-war-4,018d937f-0647-73cb-a5d6-53aff620e677,59.99
"[31, 32]",2017-04-05,Roots of Insanity,roots-of-insanity,018d937f-1225-735c-8589-9516c24ba34a,9.99
[31],2018-11-08,11-11: Memories Retold,11-11-memories-retold,018d937f-0a5f-73a7-b2b4-6b1e0ba4dab9,26.05
[31],2011-11-15,Disneyland Adventures,disneyland-adventures,018d937f-1e8f-7169-8510-adf58aae32b9,19.99
"[4, 8, 9, 31, 32]",2023-07-20,Dros,dros,018d937f-4cc7-7314-9dce-e2fcd75db2b1,19.99
"[12, 31]",2024-03-04,The Thaumaturge,the-thaumaturge,018d937f-6b6f-711c-b807-77468cad7a62,34.99
"[9, 32]",2006-11-07,RoboBlitz,roboblitz,018d937e-f9bf-70f8-b67b-16bbbd8e239d,9.99
[12],2011-06-21,Gods & Heroes: Rome Rising,gods-and-heroes-rome-rising,018d937f-010c-7126-bd87-f9cf8a88450e,39.99
"[31, 32]",2021-10-22,Scarred Stars: Traumatic Edition,scarred-stars-traumatic-edition,018d937f-58d7-736f-b979-0da573521d22,1.99
"[12, 15, 31, 32, 35]",2021-05-06,Demeo,demeo,018d937f-4a19-739a-a585-bf6dcf337d83,29.99
"[31, 32]",2023-03-30,Vertigo 2,vertigo-2,018d937f-0deb-70ff-860d-bdf04b96e801,29.99
"[12, 31, 32]",2019-10-02,Neo Cab,neo-cab,018d937f-1195-7227-82ca-ba9e14232d8e,14.99
"[15, 31, 32]",2009-03-18,The Path,the-path,018d937e-f50e-711a-8054-dc87d500d0db,9.99
"[5, 31, 32]",2023-10-17,Wizard With a Gun,wizard-with-a-gun,018d937f-51cb-73f5-b45c-bf7fe8380c76,24.99
"[5, 12, 15, 31, 32]",2016-09-29,Slayer Shock,slayer-shock,018d937e-f841-7129-87ae-382f7b8d909e,19.99
"[13, 15]",2022-09-20,Construction Simulator,construction-simulator,018d937e-fd65-710b-8688-e5e7c490e5f8,34.99
"[8, 25, 31]",2022-11-15,RWBY: Arrowfell,rwby-arrowfell,018d937f-66af-7017-88eb-15f22a6fd110,29.99
"[12, 15, 16, 24, 32]",2023-02-28,Phantom Brigade,phantom-brigade,018d937f-0678-7242-a1ba-e40a03f93497,29.99
"[14, 32, 33]",2016-04-04,Super Arcade Football,super-arcade-football,018d937f-25fd-7394-910d-27560bf8be0c,9.99
"[8, 31]",2020-11-05,PAW Patrol Mighty Pups: Save Adventure Bay!,paw-patrol-mighty-pups-save-adventure-bay,018d937f-4679-71f8-8118-ae3bd590623c,39.99
"[12, 15, 24, 31]",2004-01-22,Phantom Brave,phantom-brave,018d937f-30ab-7308-984a-572a130f6b28,19.99
"[9, 31, 32]",2015-02-01,Pneuma: Breath of Life,pneuma-breath-of-life,018d937f-2e90-7347-bd3a-1af67f1dcf1c,19.99
[31],2022-11-03,The Chant,the-chant,018d937f-64cb-70c0-af59-7ab8076a19c4,39.99
"[12, 31]",2022-11-10,This Way Madness Lies,this-way-madness-lies,018d937f-6689-7357-b4d0-38a0d3db8581,9.99
"[12, 15, 31, 32]",2018-04-29,Demon's Rise - War for the Deep,demons-rise-war-for-the-deep,018d937f-30ef-707c-9544-f92b174ae3ba,6.99
"[31, 32]",2020-10-15,This Is the Zodiac Speaking,this-is-the-zodiac-speaking,018d937f-2b64-71eb-b725-2074b04a9908,19.99
"[12, 25, 31]",2017-04-11,Skyforge,skyforge,018d937f-283d-70e4-bb3d-2835f17cc2a8,0
"[31, 32]",2017-10-31,Super Man or Monster,super-man-or-monster,018d937f-2b51-7196-8ac3-c727085b3a47,12.99
"[13, 14]",2022-07-07,Matchpoint: Tennis Championships,matchpoint-tennis-championships,018d937f-5f6f-701e-9d02-6d0351f50d73,39.99
"[5, 13, 15, 31, 32]",2019-02-28,Space Engineers,space-engineers,018d937f-013a-71f8-be61-b93626d4c5ac,24.99
"[9, 31, 32]",2014-12-11,The Talos Principle,the-talos-principle,018d937f-00c4-71c2-bff0-aeaed5cf3f65,39.99
"[9, 13, 15, 32]",2015-10-15,Human Resource Machine,human-resource-machine,018d937f-2b3b-7362-9485-cc9414bd272a,9.99
"[8, 31, 32]",2024-02-21,Penny's Big Breakaway,pennys-big-breakaway,018d937f-7160-702d-8162-954c0c1fcb0c,29.99
"[12, 31, 32]",2016-04-22,The Huntsman: Winter's Curse,the-huntsman-winters-curse,018d937e-e9b9-7017-be46-d6fe0b64ae41,0
"[5, 31, 32]",2022-07-05,Arcadegeddon,arcadegeddon,018d937f-5266-732f-9ed1-3921f71a2def,19.99
"[13, 31, 32]",2019-06-06,Road to Guangdong,road-to-guangdong,018d937e-fede-7120-ba3d-f7ccfca4478a,14.99
"[5, 9, 31, 32]",2019-11-12,Superliminal,superliminal,018d937f-3a69-719a-a766-acba4b54c002,16.99
"[8, 9, 31, 32]",2017-05-26,RiME,rime,018d937e-f857-7222-9e78-0c6d8d1a18f3,29.99
"[7, 10, 14, 32, 33]",2021-07-15,Ragnarock,ragnarock,018d937f-47f9-7354-bd66-d7f386add66a,19.99
"[2, 12, 31, 32, 33]",2017-09-05,Star Story: The Horizon Escape,star-story-the-horizon-escape,018d937f-11a5-71f8-8ce7-40e2ef40125e,14.99
"[5, 15, 32, 33]",2018-07-26,Sleep Tight,sleep-tight,018d937f-2d40-7235-8725-1ab3a226faa4,14.99
"[8, 9, 31, 32, 33]",2015-08-05,Ink,ink,018d937e-ea4a-72d7-adc8-0fa588f7715f,4.99
"[5, 32, 33]",2016-04-19,IS Defense,is-defense,018d937f-1783-708b-b28f-086092055900,7.99
"[8, 31, 32]",2012-01-11,Zack Zero,zack-zero,018d937f-2827-7119-a2e9-bcfebf447024,9.99
"[9, 12, 31, 32]",2022-04-21,Lila's Sky Ark,lilas-sky-ark,018d937f-4cf1-7216-9384-5fbbb071f0ec,14.99
"[10, 13, 15, 32]",2016-06-17,War Truck Simulator,war-truck-simulator,018d937f-29f9-727c-87dc-c0c0e971e834,3.99
"[9, 25, 31, 32, 33]",2017-04-13,Kamiko,kamiko,018d937f-3339-706d-9ced-bf0ec849297d,4.99
[14],2008-03-17,Sega Superstars Tennis,sega-superstars-tennis,018d937e-fd2a-71d1-ba77-a1d9544f038e,14.99
"[26, 32]",2020-12-29,Papa's Quiz,papas-quiz,018d937f-4a2f-7107-9b63-ef2b7f5bcb5f,11.99
"[4, 13, 14]",2018-09-25,Creed: Rise to Glory,creed-rise-to-glory,018d937f-1f50-708d-91a2-7471b7d7ae48,29.99
"[12, 15, 32]",2016-03-15,"My Tower, My Home",my-tower-my-home,018d937f-03c0-71e2-bed7-3297fb863fdd,999.99
"[5, 32]",2015-06-01,Hatred,hatred,018d937f-20b3-7398-b681-a55634c29521,19.99
"[12, 13, 31]",2014-05-13,Landmark,landmark,018d937e-f4fa-7062-9af1-2c1e3fe2d9d4,19.99
"[12, 31]",2006-02-28,Dungeons & Dragons Online,dungeons-and-dragons-online,018d937e-f9ac-7252-8f38-35911234f2c2,0
"[15, 16, 24]",2024-03-05,Classified: France '44,classified-france-44,018d937f-6ef7-7064-8329-40bb29e0ef43,34.99
[5],2023-08-29,Crossfire: Sierra Squad,crossfire-sierra-squad,018d937f-6f16-70b2-a569-49175992cbbd,26.99
"[31, 32]",2017-11-27,Super Turbo Demon Busters!,super-turbo-demon-busters,018d937e-ff2c-7289-a832-77502fa6d074,11.99
"[5, 13, 15, 32]",2014-08-29,GoD Factory: Wingmen,god-factory-wingmen,018d937f-0c39-71f4-b5d3-eb8484409740,19.99
"[5, 9, 12, 32]",2011-10-24,Serious Sam: The Random Encounter,serious-sam-the-random-encounter,018d937f-24a4-7373-887b-3761a2682782,4.99
"[9, 12]",2003-08-29,Tales of Symphonia,tales-of-symphonia,018d937f-05e9-7030-b4cb-9cc80f02edc9,19.99
"[11, 15, 16]",2023-03-30,The Great War: Western Front,the-great-war-western-front,018d937f-6a2a-7287-9605-c72cfaa510b4,34.99
"[10, 13, 14]",2021-08-19,Rims Racing,rims-racing,018d937f-4eef-73a5-aaed-0f8908352a55,49.99
"[12, 16]",2021-10-27,Super Robot Wars 30,super-robot-wars-30,018d937f-527d-73dc-97bc-7afd6e6c6046,59.99
[9],2019-02-07,Angry Birds VR: Isle of Pigs,angry-birds-vr-isle-of-pigs,018d937e-f560-707f-8521-7b22c63f6586,14.99
"[4, 32, 33]",2012-04-10,Skullgirls,skullgirls,018d937f-1317-71f0-8cbe-d47277a6a49f,14.99
"[9, 12, 31, 32, 34]",2020-09-04,Paradise Killer,paradise-killer,018d937f-3ccf-7153-987c-672106ad19f9,19.99
"[8, 31, 33]",2010-10-11,Sonic the Hedgehog 4: Episode I,sonic-the-hedgehog-4-episode-i,018d954c-73bd-70d8-8403-2ee7f0507212,9.99
"[5, 12, 13, 31, 32]",2019-01-29,Genesis Alpha One,genesis-alpha-one,018d937e-ff3b-70d9-9a21-5118b8872721,29.99
"[31, 32]",2019-04-25,Yuppie Psycho,yuppie-psycho,018d937f-17e0-7046-8a2e-e5f24b6b62d8,16.66
"[2, 31, 32]",2001-06-08,Gilbert Goodmate and the Mushroom of Phungoria,gilbert-goodmate-and-the-mushroom-of-phungoria,018d937f-1b2a-7088-a8b5-72d8c671d6e0,7.99
"[5, 12, 25, 31]",2021-03-02,Neptunia: Virtual Stars,neptunia-virtual-stars,018d937f-4aa7-73d6-9d13-0dd135981fed,45.5
"[5, 33]",2022-11-11,Akka Arrh,akka-arrh,018d937f-6b53-71ef-9d4b-428dcbd4572c,19.99
"[10, 13, 33]",2012-05-29,Mad Riders,mad-riders,018d937f-0198-711b-9692-e25cb875d1fe,9.99
"[12, 31]",2017-10-12,Lost Sphear,lost-sphear,018d937e-f8dc-70dd-a1d6-6c6c0cf63206,49.99
"[5, 31]",2009-06-16,Ghostbusters: The Video Game,ghostbusters-the-video-game,018d937f-2bb4-7017-a65a-ad6140b27476,9.99
